"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status","predecessor_requirement_id","atomicity_review","modality_resolution"
"REQ-056.03","REQ-056","Part 4","PERFORMANCE GOALS","L1789; L1795","The AI should optimize for: || Efficient asset loading","a374b2fb993743024a7071b426a2e2372190c72d8544280e1858b250e54697dc","The platform is optimized for efficient asset loading.","SHOULD","Non-functional","V1","REC","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “The platform is optimized for efficient asset loading” in every applicable responsive and interaction state for REQ-056.03; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-056.04","REQ-056","Part 4","PERFORMANCE GOALS","L1789; L1791","The AI should optimize for: || Fast initial load","e8bf6396408bea958ad759909d8ccaeac9833b22641419f33121887a83262aaa","The platform is optimized for fast initial load.","SHOULD","Non-functional","V1","REC","Shared","None directly identified","PASS when EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13 defines an owner-approved measurable standard for “The platform is optimized for fast initial load” and recorded review or measurement evidence for REQ-056.04 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-056.05","REQ-056","Part 4","PERFORMANCE GOALS","L1789; L1793","The AI should optimize for: || Responsive interactions","193388d380f1715c6ac95f9ee9c827448b2ea81735070a4c2556e5284575946b","The platform is optimized for responsive interactions.","SHOULD","Non-functional","V1","REC","Shared","None directly identified","PASS when EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13 defines an owner-approved measurable standard for “The platform is optimized for responsive interactions” and recorded review or measurement evidence for REQ-056.05 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-056.06","REQ-056","Part 4","PERFORMANCE GOALS","L1789; L1799","The AI should optimize for: || Minimal unnecessary network requests","227d0be642b41dd7d9d4d89e17d25c9057157cd55984f5b3b9d9471e727caab3","The platform minimizes unnecessary network requests.","SHOULD","Non-functional","V1","REC","Shared","None directly identified","PASS when EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13 defines an owner-approved measurable standard for “The platform minimizes unnecessary network requests” and recorded review or measurement evidence for REQ-056.06 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.05","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-056.07","REQ-056","Part 4","PERFORMANCE GOALS","L1803","Performance should be considered from the beginning, not as an afterthought.","b8df95dbafe2a9f553d710307b7342800f8eb8aa83d0fa9f0d1858f7123f4aca","Performance is addressed from initial design rather than deferred.","SHOULD","Process","V1","REC","Shared","None directly identified","PASS when a dated audit record linked to REQ-056.07 identifies the responsible reviewer, evidence reviewed, and outcome proving “Performance is addressed from initial design rather than deferred”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.07","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-057.01","REQ-057","Part 4","ACCESSIBILITY","L1809","Design for broad usability.","6f9327cb274a137c6144751153c4691a10da5333a4259fd78804640b911495e5","Accessibility design supports broad usability.","MUST","Quality","V1","CD","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “Accessibility design supports broad usability” in every applicable responsive and interaction state for REQ-057.01; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-04; EP-P0-05; EP-P0-11","Approved control or threshold plus positive, negative-path, and retained review evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","—","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-057.02","REQ-057","Part 4","ACCESSIBILITY","L1811; L1817","Include: || Logical focus order","dd0c4a8a922a476febf159039c604e5fcd41bba6c2e61f6fee78a731b5e9a725","The user interface has a logical focus order.","SHOULD","Non-functional","V1","REC","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “The user interface has a logical focus order” in every applicable responsive and interaction state for REQ-057.02; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-04; EP-P0-05; EP-P0-11","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-057.03","REQ-057","Part 4","ACCESSIBILITY","L1811; L1819","Include: || Adequate color contrast","e968832eceb352f4e686e547d096afbb734c92da42aa7f52ea5190aba454aa59","The user interface has adequate color contrast.","SHOULD","Non-functional","V1","REC","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “The user interface has adequate color contrast” in every applicable responsive and interaction state for REQ-057.03; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-04; EP-P0-05; EP-P0-11","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.11","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-057.04","REQ-057","Part 4","ACCESSIBILITY","L1811; L1813","Include: || Keyboard navigation","86bb26ad353d3ab145cbed31311a6c217c7bd01d522ee20cb85107692596842e","The user interface supports keyboard navigation.","SHOULD","Non-functional","V1","REC","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “The user interface supports keyboard navigation” in every applicable responsive and interaction state for REQ-057.04; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-04; EP-P0-05; EP-P0-11","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-057.05","REQ-057","Part 4","ACCESSIBILITY","L1811; L1821","Include: || Screen reader support where practical","31307d5ac8e733f6dc877b31a7ce915ac1aca5bbb8939c2f79371e3ea32be0a0","The user interface supports screen readers where practical.","SHOULD","Non-functional","V1","REC","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “The user interface supports screen readers where practical” in every applicable responsive and interaction state for REQ-057.05; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-04; EP-P0-05; EP-P0-11","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.12","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-057.06","REQ-057","Part 4","ACCESSIBILITY","L1811; L1815","Include: || Proper labels","36c9d1d6f494745b7bcc217f69bc171887f5504532a39912d47e4aae7445463c","User-interface controls have proper labels.","SHOULD","Non-functional","V1","REC","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “User-interface controls have proper labels” in every applicable responsive and interaction state for REQ-057.06; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-04; EP-P0-05; EP-P0-11","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.09","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-057.07","REQ-057","Part 4","ACCESSIBILITY","L1823","Accessibility should be part of the initial design.","a0228ada0ee8ad75662a7f71682d5d5a26dc32337afb4249dfcf3436045c8060","Accessibility is part of the initial design.","SHOULD","Non-functional","V1","REC","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “Accessibility is part of the initial design” in every applicable responsive and interaction state for REQ-057.07; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-04; EP-P0-05; EP-P0-11","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-041.13","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-058.01","REQ-058","Part 4","CONFIGURATION PHILOSOPHY","L1827–L1829","CONFIGURATION PHILOSOPHY / Avoid hardcoded values whenever practical.","5b563567a292477643bf3cf5e5d61bf40a9dd8ee05494808a19711772fe26cf1","Values are not hardcoded whenever practical.","SHOULD","Functional","V1","CBR","Backend/Admin ERP","None directly identified","PASS when an automated positive-path test linked to REQ-058.01 demonstrates “Values are not hardcoded whenever practical” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-042.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-058.02","REQ-058","Part 4","CONFIGURATION PHILOSOPHY","L1831","Business rules that are likely to change should be configurable through the Super Admin Panel.","25d5eb86159ad003cb314d12c419068e123cfabcb9196dbbd1b87885b62a9285","Business rules likely to change are configurable through the Super Admin Panel.","SHOULD","Functional","V1","CBR","Backend/Admin ERP","None directly identified","PASS when an automated positive-path test linked to REQ-058.02 demonstrates “Business rules likely to change are configurable through the Super Admin Panel” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-042.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-059.01","REQ-059","Part 4","ANALYTICS","L1855–L1857","ANALYTICS / The platform should measure meaningful operational metrics.","b508e647931b57f3114b8e3c4ee29d5494d70f118b030ffee21cb8cd5cb640e5","The platform measures meaningful operational metrics.","SHOULD","Functional","V1","CBR","Backend/Analytics","None directly identified","PASS when an automated positive-path test linked to REQ-059.01 demonstrates “The platform measures meaningful operational metrics” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-043.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-059.02","REQ-059","Part 4","ANALYTICS","L1883","Analytics should help improve the product rather than simply collect data.","3ef5e619c34fca91dea5cd8d46e5240d5c99322b0b93162030f422c0b941c67a","Analytics collection is tied to product-improvement purposes.","SHOULD","Quality","V1","REC","Backend/Analytics","EFE-003","PASS when an approved control or measurable threshold for “Analytics collection is tied to product-improvement purposes” is documented, a positive and negative-path test linked to REQ-059.02 passes, and evidence is retained; FAIL if the control, threshold, or evidence is missing.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Approved control or threshold plus positive, negative-path, and retained review evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-043.13","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-060.01","REQ-060","Part 4","ERROR HANDLING","L1889; L1895","Unexpected errors should be: || Actionable","1b4f07aa33ba0df0950a62cd2b2e4c5ed5df852ea4d53d6452f624a9acae401d","Unexpected errors are actionable.","SHOULD","Process","V1","REC","Backend","None directly identified","PASS when a dated audit record linked to REQ-060.01 identifies the responsible reviewer, evidence reviewed, and outcome proving “Unexpected errors are actionable”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-044.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-060.02","REQ-060","Part 4","ERROR HANDLING","L1889; L1891","Unexpected errors should be: || Logged","f7b40684743bf9139471ba7be74c7891818260b8a9c0ee012b30bc5b882e5473","Unexpected errors are logged.","SHOULD","Process","V1","REC","Backend","None directly identified","PASS when a dated audit record linked to REQ-060.02 identifies the responsible reviewer, evidence reviewed, and outcome proving “Unexpected errors are logged”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-044.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-060.03","REQ-060","Part 4","ERROR HANDLING","L1889; L1893","Unexpected errors should be: || Traceable","e15486bf7cbb6f7228f5a56b25af0b3093157406ef90dc0a54d5af841b6007eb","Unexpected errors are traceable.","SHOULD","Process","V1","REC","Backend","None directly identified","PASS when a dated audit record linked to REQ-060.03 identifies the responsible reviewer, evidence reviewed, and outcome proving “Unexpected errors are traceable”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-044.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-060.04","REQ-060","Part 4","ERROR HANDLING","L1889; L1897","Unexpected errors should be: || User-friendly","a6d8073bb3eccbf78028a6034c98c10b979175ec67dee63e222b452e1c423fc1","Unexpected errors are user-friendly.","SHOULD","Process","V1","REC","Shared","None directly identified","PASS when a dated audit record linked to REQ-060.04 identifies the responsible reviewer, evidence reviewed, and outcome proving “Unexpected errors are user-friendly”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-044.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-060.05","REQ-060","Part 4","ERROR HANDLING","L1899","Users should never see raw system errors.","2dfe79fe95733e8912b9b13fd08b0610d5be26dc57e51003d23c23947b753521","Users never see raw system errors.","SHOULD","Quality","V1","REC","Shared","None directly identified","PASS when an approved control or measurable threshold for “Users never see raw system errors” is documented, a positive and negative-path test linked to REQ-060.05 passes, and evidence is retained; FAIL if the control, threshold, or evidence is missing.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Approved control or threshold plus positive, negative-path, and retained review evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-044.05","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-060.06","REQ-060","Part 4","ERROR HANDLING","L1901","Administrators should have sufficient diagnostic information to investigate issues.","0df9b227f094a64066c921c218cbc0a6f70e14cb91c25d0eb83676c32bf856c0","Administrators receive sufficient diagnostic information to investigate issues.","SHOULD","Process","V1","REC","Backend","None directly identified","PASS when a dated audit record linked to REQ-060.06 identifies the responsible reviewer, evidence reviewed, and outcome proving “Administrators receive sufficient diagnostic information to investigate issues”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-044.06","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-061.01","REQ-061","Part 4","BACKGROUND PROCESSING","L1905–L1907","BACKGROUND PROCESSING / Long-running or scheduled tasks should be separated from the main user request flow where appropriate.","e30f9e20bef836d24db1ae764cc142523e21c5192ae1269a7228c17eda51648c","Long-running or scheduled tasks are separated from the main request flow where appropriate.","SHOULD","Process","V1","REC","Backend","None directly identified","PASS when a dated audit record linked to REQ-061.01 identifies the responsible reviewer, evidence reviewed, and outcome proving “Long-running or scheduled tasks are separated from the main request flow where appropriate”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-044.07","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-061.02","REQ-061","Part 4","BACKGROUND PROCESSING","L1923","The AI should recommend the most suitable architecture for these workloads based on the selected infrastructure.","0f144384cde7c0bfdfb43d59ac9aecc874aaca6f2761d1f671a91906b7fcb640","The selected background-processing architecture is justified against the selected infrastructure.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Backend","None directly identified","PASS when EP-P0-12; EP-P0-13 contains a separately reviewable section that demonstrates “The selected background-processing architecture is justified against the selected infrastructure”, cites L1923, and records reviewer approval for REQ-061.02; FAIL if the section, citation, or approval is missing.","EP-P0-12; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-044.09","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-062.01","REQ-062","Part 4","RELEASE MANAGEMENT","L1927–L1929","RELEASE MANAGEMENT / Adopt a phased release strategy.","1005918b21dd0e0ad411ebc6564a3498d52d371912e64c989fa493b80c870bb0","The platform uses a phased release strategy.","SHOULD","Process","V1","REC","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-062.01 identifies the responsible reviewer, evidence reviewed, and outcome proving “The platform uses a phased release strategy”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-062.02","REQ-062","Part 4","RELEASE MANAGEMENT","L1943; L1951","Every release should include: || Monitoring plan","0dac4eac51bd5b79ab43762813c04c9cf44aaf00d0d31480672c5cf8579158f5","Every release includes a monitoring plan.","SHOULD","Process","V1","REC","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-062.02 identifies the responsible reviewer, evidence reviewed, and outcome proving “Every release includes a monitoring plan”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.06","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-062.03","REQ-062","Part 4","RELEASE MANAGEMENT","L1943; L1949","Every release should include: || Rollback plan","10504c3a37cf5c93073567a67f614c2155a7f510d8abb0b5fe95e4d1202073b0","Every release includes a rollback plan.","SHOULD","Process","V1","REC","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-062.03 identifies the responsible reviewer, evidence reviewed, and outcome proving “Every release includes a rollback plan”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.05","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-062.04","REQ-062","Part 4","RELEASE MANAGEMENT","L1943; L1947","Every release should include: || Testing checklist","1aeda515b7217354d02f55c3a8a6e499ed6b97cbf998e0e1fae3f211aa7b09e3","Every release includes a testing checklist.","SHOULD","Process","V1","REC","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-062.04 identifies the responsible reviewer, evidence reviewed, and outcome proving “Every release includes a testing checklist”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-062.05","REQ-062","Part 4","RELEASE MANAGEMENT","L1943; L1945","Every release should include: || Release notes","da8db6c6cf0db60358be8b1f9cdf998ef889dc4f2cc258e26d424441b716ee0e","Every release includes release notes.","SHOULD","Process","V1","REC","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-062.05 identifies the responsible reviewer, evidence reviewed, and outcome proving “Every release includes release notes”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-063.01","REQ-063","Part 4","BACKUP & RECOVERY","L1955–L1957","BACKUP & RECOVERY / The system should include a documented backup and recovery strategy.","7c2c25b57c6aed57a78edd591b348ef4a867f3bb378c9dd95f84974b16c0711f","The system has a documented backup and recovery strategy.","SHOULD","Deliverable","Pre-implementation deliverable","REC","DevOps/Operations","None directly identified","PASS when EP-P0-12; EP-P0-13 contains a separately reviewable section that demonstrates “The system has a documented backup and recovery strategy”, cites L1955–L1957, and records reviewer approval for REQ-063.01; FAIL if the section, citation, or approval is missing.","EP-P0-12; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.07","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-063.02","REQ-063","Part 4","BACKUP & RECOVERY","L1957; L1959; L1963","The system should include a documented backup and recovery strategy. || Consider: || Configuration backups","a01c0b0555e3142da8fc5f3d0c1d7490cdf761e01b47fd2cc15bafaafd9cd1f3","The documented backup and recovery strategy addresses configuration backups.","SHOULD","Deliverable","Pre-implementation deliverable","REC","DevOps/Operations","None directly identified","PASS when EP-P0-12; EP-P0-13 contains a separately reviewable section that demonstrates “The documented backup and recovery strategy addresses configuration backups”, cites L1957; L1959; L1963, and records reviewer approval for REQ-063.02; FAIL if the section, citation, or approval is missing.","EP-P0-12; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-063.03","REQ-063","Part 4","BACKUP & RECOVERY","L1957; L1959; L1961","The system should include a documented backup and recovery strategy. || Consider: || Database backups","54ae12ed9dfd2d6f90923f94e30872ca7e75e15da34cdce3f9368f94ee0f579d","The documented backup and recovery strategy addresses database backups.","SHOULD","Deliverable","Pre-implementation deliverable","REC","DevOps/Operations","None directly identified","PASS when EP-P0-12; EP-P0-13 contains a separately reviewable section that demonstrates “The documented backup and recovery strategy addresses database backups”, cites L1957; L1959; L1961, and records reviewer approval for REQ-063.03; FAIL if the section, citation, or approval is missing.","EP-P0-12; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-063.04","REQ-063","Part 4","BACKUP & RECOVERY","L1957; L1959; L1965","The system should include a documented backup and recovery strategy. || Consider: || File storage backups","36b366e81c2e5d68f2a02803dd48c6a547de18d0a7271fcc8f271dbe81358f52","The documented backup and recovery strategy addresses file-storage backups.","SHOULD","Deliverable","Pre-implementation deliverable","REC","DevOps/Operations","None directly identified","PASS when EP-P0-12; EP-P0-13 contains a separately reviewable section that demonstrates “The documented backup and recovery strategy addresses file-storage backups”, cites L1957; L1959; L1965, and records reviewer approval for REQ-063.04; FAIL if the section, citation, or approval is missing.","EP-P0-12; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-063.05","REQ-063","Part 4","BACKUP & RECOVERY","L1957; L1959; L1969","The system should include a documented backup and recovery strategy. || Consider: || Recovery objectives","d5edee2c11f0d5eee74125a46053c806cd43adde81b359853ce47878df7dd913","The documented backup and recovery strategy addresses recovery objectives.","SHOULD","Deliverable","Pre-implementation deliverable","REC","DevOps/Operations","None directly identified","PASS when EP-P0-12; EP-P0-13 contains a separately reviewable section that demonstrates “The documented backup and recovery strategy addresses recovery objectives”, cites L1957; L1959; L1969, and records reviewer approval for REQ-063.05; FAIL if the section, citation, or approval is missing.","EP-P0-12; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-063.06","REQ-063","Part 4","BACKUP & RECOVERY","L1957; L1959; L1967","The system should include a documented backup and recovery strategy. || Consider: || Recovery testing","031f12c2225900f3407a4fb690fddf59c73226d6e29a93bb27f395d7de7f0472","The documented backup and recovery strategy addresses recovery testing.","SHOULD","Deliverable","Pre-implementation deliverable","REC","DevOps/Operations","None directly identified","PASS when EP-P0-12; EP-P0-13 contains a separately reviewable section that demonstrates “The documented backup and recovery strategy addresses recovery testing”, cites L1957; L1959; L1967, and records reviewer approval for REQ-063.06; FAIL if the section, citation, or approval is missing.","EP-P0-12; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-063.07","REQ-063","Part 4","BACKUP & RECOVERY","L1971","The AI should recommend an approach suitable for the chosen infrastructure.","063601bef30171f27b7c0cc64cf5eafaffee24b71e4acf6addc11bb7bbf6d5c9","The backup and recovery approach is suitable for the selected infrastructure.","SHOULD","Deliverable","Pre-implementation deliverable","REC","DevOps/Operations","None directly identified","PASS when EP-P0-12; EP-P0-13 contains a separately reviewable section that demonstrates “The backup and recovery approach is suitable for the selected infrastructure”, cites L1971, and records reviewer approval for REQ-063.07; FAIL if the section, citation, or approval is missing.","EP-P0-12; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.09","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
