"predecessor_requirement_id","replacement_requirement_id","change_type","exact_constitution_part","exact_constitution_section","verified_exact_line_range","change_summary"
"REQ-060.01","REQ-095.05","Retained and re-anchored","Part 6","WALLET APIs","L2641; L2643","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-060.05","REQ-095.06","Retained and re-anchored","Part 6","WALLET APIs","L2641; L2651","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-060.07","REQ-095.07","Retained and re-anchored","Part 6","WALLET APIs","L2655","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-060.08","REQ-096.01","Retained and re-anchored","Part 6","SURVEY APIs","L2659–L2661","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-060.15","REQ-096.02","Retained and re-anchored","Part 6","SURVEY APIs","L2677","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.01","REQ-097.01","Retained and re-anchored","Part 6","WITHDRAWAL APIs","L2683; L2685","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.05","REQ-097.02","Retained and re-anchored","Part 6","WITHDRAWAL APIs","L2683; L2693","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.04","REQ-097.03","Retained and re-anchored","Part 6","WITHDRAWAL APIs","L2683; L2691","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.02","REQ-097.04","Retained and re-anchored","Part 6","WITHDRAWAL APIs","L2683; L2687","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.03","REQ-097.05","Retained and re-anchored","Part 6","WITHDRAWAL APIs","L2683; L2689","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.06","REQ-097.06","Retained and re-anchored","Part 6","WITHDRAWAL APIs","L2695","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.10","REQ-098.01","Retained and re-anchored","Part 6","LEADERBOARD APIs","L2701; L2709","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.08","REQ-098.02","Retained and re-anchored","Part 6","LEADERBOARD APIs","L2701; L2705","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.09","REQ-098.03","Retained and re-anchored","Part 6","LEADERBOARD APIs","L2701; L2707","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.07","REQ-098.04","Retained and re-anchored","Part 6","LEADERBOARD APIs","L2701; L2703","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.12","REQ-098.05","Retained and re-anchored","Part 6","LEADERBOARD APIs","L2711","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.11","REQ-098.06","Retained and re-anchored","Part 6","LEADERBOARD APIs","L2711","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.15","REQ-099.01","Retained and re-anchored","Part 6","NOTIFICATION APIs","L2717; L2723","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.16","REQ-099.02","Retained and re-anchored","Part 6","NOTIFICATION APIs","L2717; L2725","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.13","REQ-099.03","Retained and re-anchored","Part 6","NOTIFICATION APIs","L2717; L2719","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.17","REQ-099.04","Retained and re-anchored","Part 6","NOTIFICATION APIs","L2717; L2727","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.14","REQ-099.05","Retained and re-anchored","Part 6","NOTIFICATION APIs","L2717; L2721","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-061.18","REQ-099.06","Retained and re-anchored","Part 6","NOTIFICATION APIs","L2729","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.04","REQ-100.01","Retained and re-anchored","Part 6","SUPPORT APIs","L2735; L2743","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.03","REQ-100.02","Retained and re-anchored","Part 6","SUPPORT APIs","L2735; L2741","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.05","REQ-100.03","Retained and re-anchored","Part 6","SUPPORT APIs","L2735; L2745","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.01","REQ-100.04","Retained and re-anchored","Part 6","SUPPORT APIs","L2735; L2737","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.02","REQ-100.05","Retained and re-anchored","Part 6","SUPPORT APIs","L2735; L2739","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.06","REQ-100.06","Retained and re-anchored","Part 6","SUPPORT APIs","L2747","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.10","REQ-101.01","Retained and re-anchored","Part 6","CMS APIs","L2753; L2761","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.11","REQ-101.02","Retained and re-anchored","Part 6","CMS APIs","L2753; L2763","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.08","REQ-101.03","Retained and re-anchored","Part 6","CMS APIs","L2753; L2757","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.07","REQ-101.04","Retained and re-anchored","Part 6","CMS APIs","L2753; L2755","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.09","REQ-101.05","Retained and re-anchored","Part 6","CMS APIs","L2753; L2759","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.12","REQ-101.06","Retained and re-anchored","Part 6","CMS APIs","L2765","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.17","REQ-102.01","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2781","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.18","REQ-102.02","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2783","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.19","REQ-102.03","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2785","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.21","REQ-102.04","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2789","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.20","REQ-102.05","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2787","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.14","REQ-102.06","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2775","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.13","REQ-102.07","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2773","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.15","REQ-102.08","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2777","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.16","REQ-102.09","Retained and re-anchored","Part 6","ADMIN APIs","L2771; L2779","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-062.22","REQ-102.10","Retained and re-anchored","Part 6","ADMIN APIs","L2791","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.01","REQ-103.01","Retained and re-anchored","Part 6","PROVIDER INTEGRATION LAYER","L2795–L2797","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.02","REQ-103.02","Retained and re-anchored","Part 6","PROVIDER INTEGRATION LAYER","L2799","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.03","REQ-103.03","Retained and re-anchored","Part 6","PROVIDER INTEGRATION LAYER","L2801","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.04","REQ-103.04","Retained and re-anchored","Part 6","PROVIDER INTEGRATION LAYER","L2803","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.04","REQ-103.05","Retained and re-anchored","Part 6","PROVIDER INTEGRATION LAYER","L2803","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.05","REQ-104.01","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2807–L2809","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.09","REQ-104.02","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2811; L2819","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.11","REQ-104.03","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2811; L2823","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.07","REQ-104.04","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2811; L2815","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.10","REQ-104.05","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2811; L2821","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.08","REQ-104.06","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2811; L2817","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.06","REQ-104.07","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2811; L2813","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.13","REQ-104.08","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2825","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-063.12","REQ-104.09","Retained and re-anchored","Part 6","WEBHOOK ARCHITECTURE","L2825","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.01","REQ-105.01","Retained and re-anchored","Part 6","BACKGROUND PROCESSING","L2829–L2831","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.03","REQ-105.02","Retained and re-anchored","Part 6","BACKGROUND PROCESSING","L2845","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.04","REQ-106.01","Retained and re-anchored","Part 6","ERROR HANDLING","L2849–L2851","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.08","REQ-106.02","Retained and re-anchored","Part 6","ERROR HANDLING","L2853; L2861","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.05","REQ-106.03","Retained and re-anchored","Part 6","ERROR HANDLING","L2853; L2855","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.06","REQ-106.04","Retained and re-anchored","Part 6","ERROR HANDLING","L2853; L2857","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.07","REQ-106.05","Retained and re-anchored","Part 6","ERROR HANDLING","L2853; L2859","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.09","REQ-106.06","Retained and re-anchored","Part 6","ERROR HANDLING","L2863","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-064.10","REQ-106.07","Retained and re-anchored","Part 6","ERROR HANDLING","L2863","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.07","REQ-107.01","Retained and re-anchored","Part 6","API SECURITY","L2869; L2883","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.01","REQ-107.02","Retained and re-anchored","Part 6","API SECURITY","L2869; L2871","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.02","REQ-107.03","Retained and re-anchored","Part 6","API SECURITY","L2869; L2873","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.04","REQ-107.04","Retained and re-anchored","Part 6","API SECURITY","L2869; L2877","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.05","REQ-107.05","Retained and re-anchored","Part 6","API SECURITY","L2869; L2879","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.03","REQ-107.06","Retained and re-anchored","Part 6","API SECURITY","L2869; L2875","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.06","REQ-107.07","Retained and re-anchored","Part 6","API SECURITY","L2869; L2881","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.09","REQ-107.08","Retained and re-anchored","Part 6","API SECURITY","L2869; L2887","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.08","REQ-107.09","Retained and re-anchored","Part 6","API SECURITY","L2869; L2885","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.10","REQ-107.10","Retained and re-anchored","Part 6","API SECURITY","L2889","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.11","REQ-108.01","Retained and re-anchored","Part 6","API DOCUMENTATION","L2893–L2895","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.13","REQ-108.02","Retained and re-anchored","Part 6","API DOCUMENTATION","L2897; L2901","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.16","REQ-108.03","Retained and re-anchored","Part 6","API DOCUMENTATION","L2897; L2907","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.18","REQ-108.04","Retained and re-anchored","Part 6","API DOCUMENTATION","L2897; L2911","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.14","REQ-108.05","Retained and re-anchored","Part 6","API DOCUMENTATION","L2897; L2903","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.15","REQ-108.06","Retained and re-anchored","Part 6","API DOCUMENTATION","L2897; L2905","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.12","REQ-108.07","Retained and re-anchored","Part 6","API DOCUMENTATION","L2897; L2899","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.17","REQ-108.08","Retained and re-anchored","Part 6","API DOCUMENTATION","L2897; L2909","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.19","REQ-108.09","Retained and re-anchored","Part 6","API DOCUMENTATION","L2913","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.20","REQ-109.01","Retained and re-anchored","Part 6","TESTING STRATEGY","L2919; L2921","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.21","REQ-109.02","Retained and re-anchored","Part 6","TESTING STRATEGY","L2919; L2923","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.23","REQ-109.03","Retained and re-anchored","Part 6","TESTING STRATEGY","L2919; L2927","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.24","REQ-109.04","Retained and re-anchored","Part 6","TESTING STRATEGY","L2919; L2929","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.22","REQ-109.05","Retained and re-anchored","Part 6","TESTING STRATEGY","L2919; L2925","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.25","REQ-109.06","Retained and re-anchored","Part 6","TESTING STRATEGY","L2931","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.26","REQ-110.01","Retained and re-anchored","Part 6","OBSERVABILITY","L2935–L2937","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.31","REQ-110.02","Retained and re-anchored","Part 6","OBSERVABILITY","L2939; L2949","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.30","REQ-110.03","Retained and re-anchored","Part 6","OBSERVABILITY","L2939; L2947","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.28","REQ-110.04","Retained and re-anchored","Part 6","OBSERVABILITY","L2939; L2943","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.32","REQ-110.05","Retained and re-anchored","Part 6","OBSERVABILITY","L2939; L2951","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.29","REQ-110.06","Retained and re-anchored","Part 6","OBSERVABILITY","L2939; L2945","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.27","REQ-110.07","Retained and re-anchored","Part 6","OBSERVABILITY","L2939; L2941","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.33","REQ-110.08","Retained and re-anchored","Part 6","OBSERVABILITY","L2953","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-065.33","REQ-110.09","Retained and re-anchored","Part 6","OBSERVABILITY","L2953","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.02","REQ-111.01","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2963","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.06","REQ-111.02","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2971","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.04","REQ-111.03","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2967","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.05","REQ-111.04","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2969","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.01","REQ-111.05","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2961","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.10","REQ-111.06","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2979","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.07","REQ-111.07","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2973","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.03","REQ-111.08","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2965","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.08","REQ-111.09","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2975","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.09","REQ-111.10","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2959; L2977","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-066.11","REQ-111.11","Retained and re-anchored","Part 6","FINAL API DELIVERABLES","L2981","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.01","REQ-112.01","Retained and re-anchored","Part 7","DESIGN PHILOSOPHY","L2999; L3013","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.01","REQ-112.02","Retained and re-anchored","Part 7","DESIGN PHILOSOPHY","L2999; L3001","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.01","REQ-112.03","Retained and re-anchored","Part 7","DESIGN PHILOSOPHY","L2999; L3011","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.01","REQ-112.04","Retained and re-anchored","Part 7","DESIGN PHILOSOPHY","L2999; L3005","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.01","REQ-112.05","Retained and re-anchored","Part 7","DESIGN PHILOSOPHY","L2999; L3009","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.01","REQ-112.06","Retained and re-anchored","Part 7","DESIGN PHILOSOPHY","L2999; L3007","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.01","REQ-112.07","Retained and re-anchored","Part 7","DESIGN PHILOSOPHY","L2999; L3003","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.02","REQ-112.08","Retained and re-anchored","Part 7","DESIGN PHILOSOPHY","L3015–L3019","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.04","REQ-113.01","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3027; L3029","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.04","REQ-113.02","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3027; L3033","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.04","REQ-113.03","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3027; L3041","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.04","REQ-113.04","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3027; L3035","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.04","REQ-113.05","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3027; L3043","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.04","REQ-113.06","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3027; L3037","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.04","REQ-113.07","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3027; L3039","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.04","REQ-113.08","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3027; L3031","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.03","REQ-113.09","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3023–L3025","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.05","REQ-113.10","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3045; L3047","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.05","REQ-113.11","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3045; L3057","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.05","REQ-113.12","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3045; L3051","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.05","REQ-113.13","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3045; L3055","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.05","REQ-113.14","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3045; L3053","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.05","REQ-113.15","Retained and re-anchored","Part 7","DESIGN LANGUAGE","L3045; L3049","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.06","REQ-114.01","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3063; L3069","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.06","REQ-114.02","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3063; L3077","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.06","REQ-114.03","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3063; L3075","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.06","REQ-114.04","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3063; L3073","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.06","REQ-114.05","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3063; L3071","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.06","REQ-114.06","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3063; L3079","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.06","REQ-114.07","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3063; L3065","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.06","REQ-114.08","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3063; L3067","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-067.07","REQ-114.09","Retained and re-anchored","Part 7","DESIGN PRINCIPLES","L3081","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-068.01","REQ-115.01","Retained and re-anchored","Part 7","BRAND IDENTITY","L3085–L3089","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-068.01","REQ-115.02","Retained and re-anchored","Part 7","BRAND IDENTITY","L3085; L3091–L3093","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-068.02","REQ-115.03","Retained and re-anchored","Part 7","BRAND IDENTITY","L3095; L3101","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-068.02","REQ-115.04","Retained and re-anchored","Part 7","BRAND IDENTITY","L3095; L3103","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
"REQ-068.02","REQ-115.05","Retained and re-anchored","Part 7","BRAND IDENTITY","L3095; L3097","Exact heading, taxonomy, Phase 0 mapping, acceptance criterion, and evidence rule corrected."
